,Year,Agency Name,Vendor Name,Vendor Zip,Amount
39617,2010,OFFICE OF THE PUBLIC DEFENDER,RAOUF ABDULLAH,20706,42184876
39618,2010,OFFICE OF THE PUBLIC DEFENDER,THOMAS A APPEL,21117,154576424
39619,2010,DEPARTMENT OF DISABILITIES,NATIONAL FEDERATION OF THE BLIND,21230,35946852
39622,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RIDE-AWAY HANDICAP EQUIPMENT CORP,03053,482230
39624,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WK OPPORTUNITIES UNLIMITED CONTRACTS INC,03820,313550
39626,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LAKEVIEW PHARMACY,03882,3785
39627,2010,DEPARTMENT OF JUVENILE SERVICES,LAKEVIEW PHARMACY,02284,5572880
39628,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KENDALL,31192,1402681
39629,2010,WORKERS' COMPENSATION COMMISSION,NETSTAR-1,20850,1005933925
39649,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MORNINGSIDE HOUSE OF LAUREL LLC,20177,290757
39650,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WPI ACQUISITION LLC,21237,50400593
39652,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,AHS CUMBERLAND HOSPITAL LLC,75284,5023441
39653,2010,DEPARTMENT OF HUMAN RESOURCES,AHS CUMBERLAND HOSPITAL LLC,23124,158587
39660,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,ROBERT EVANS JR. FAMILY LIFE CENTER,21215,165322619
39661,2010,DEPARTMENT OF THE ENVIRONMENT,AMERICAN ECOTECH LLC,02885,158539
39665,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,DIVERSIFIED HOUSING DEVELOPMENT INC,21244,173939120
39667,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,ABIDING LOVE CHILD CARE CENTER,20743,22235634
39668,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,FUNDAMENTALS EARLY LEARNING CENTER,20744,10915923
39669,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,JEFFREY P MUENCH,20815,483825
39671,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MEDPRO RX INC,27615,928271
39672,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CANDICE CARES ASSISTED LIVING,20737,21586266
39673,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DENTON PHARMACY LLC T/A RIDGELY PHARMACY,21629,90259500
39675,2010,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,"PERIPHERAL VISION, LLC",21207,25706965
39679,2010,DEPARTMENT OF HUMAN RESOURCES,SCL CORPORATION DBA RIGHT AT HOME,21701,84337318
39680,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,TIFFANY DAVIS,21213,7277259
39681,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,GREEN STEP,20878,9095280
39684,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,OXFORD DIABETIC SUPPLY INC,18077,47837
39685,2010,MARYLAND INSURANCE ADMINISTRATION,MOUNT VERNON CENTRE ASSOCIATES INC,21201,289400488
39686,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PRESKEY DON PHARMACY,21205,21533752
39687,2010,UNINSURED EMPLOYERS FUND,HEALTHWAY PHARMACY,21224,207801495
39690,2010,STATE HIGHWAY ADMIN,CT BATTLE ENTERPRISES,20747,20500516
39693,2010,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,MARYLAND BROADBAND COOPERATIVE INC,21801,52828158
39694,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,DOROTHEA ROBINSON,20745,2877624
39695,2010,STATE HIGHWAY ADMIN,DAVID BENNETT,01438,89100
39696,2010,BALTIMORE CITY COMMUNITY COLLEGE,CYNERGY GROUP OF BALTIMORE INC,06897,50400
39697,2010,DEPARTMENT OF HUMAN RESOURCES,BENNINGTON SCHOOL,05201,479629
39699,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,INSTITUTE OF PROFESSIONAL PRACTICE,05601,3751151
39700,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,INSTITUTE OF PROFESSIONAL PRACTICE,21236,138422634
39701,2010,MARYLAND TRANSIT ADMINISTRATION,BOMBARDIER MASS TRANSIT CORP,60693,85414424
39702,2010,STATE HIGHWAY ADMIN,GREENSKEEPER ENVIRONMENTAL LLC,20861,246958
39704,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LIV-N-WELL ASSISTED LIVING FACILITY,21001,17783113
39705,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,DAYDREAMS II EARLY CHILDHOOD LEARNING CTR,21804,40873042
39706,2010,STATE HIGHWAY ADMIN,ELITE BULK TRANSPORT INC,21756,593336
39709,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,HUNTINGTON AND HOPKINS INC,21030,35062028
39722,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,POSZ INC,20814,20671387
39723,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,A CARING HAND MEDICAL ADULT DAY CARE INC,21225,25009330
39724,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MID-SHORE WOMENS HEALTH LLC,21601,42352924
39728,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FUTURECARE IRVINGTON LLC,21122,100734639
39731,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MONTGOMERY VILLAGE HEALTH CARE CTR,20866,12773465
39732,2010,MILITARY DEPARTMENT,A L INGRAM CONSTRUCTION LLC,21133,22495910
39737,2010,STATE HIGHWAY ADMIN,DKD TRUCKING LLC,20735,33215630
39738,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,UNITED EDUCATIONAL CORPORATION @ MOUNT WASHINGTON,21209,45740644
39739,2010,STATE HIGHWAY ADMIN,COPPAGE PAVING INC,19701,3994529
39741,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GOLDEN AGE ADULT DAYCARE OF BOWIE,20764,96336
39742,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,SUNRISE EARLY LEARNING CENTER @ SHADY SPRING DRIVE,20877,65620280
39744,2010,OFFICE OF THE PUBLIC DEFENDER,COONEY BERNARD J PA,20906,8550791
39748,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,ROBERT APPLEBY JR/YCT INC,21015,25004768
39750,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,SHARON HOGAN,20602,11098814
39751,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,KENNETH & JANET KAYE/PATUXENT RENOVATIONS INC,20678,125363002
39758,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,NORTH ATLANTIC FISH CO INC,01930,377818
39764,2010,COMPTROLLER OF MARYLAND,UNIFIRST CORPORATION,01877,56371
39766,2010,STATE HIGHWAY ADMIN,UNIFIRST CORPORATION,01887,12857
39773,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,THIRD SECTOR NEW ENGLAND,02111,327073
39774,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,LATHAM CENTER,02631,127979
39775,2010,MDOT THE SECRETARY'S OFFICE,CAMBRIDGE SYSTEMATICS INC,02140,1807974
39778,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,BOLTON NORTH APARTMENTS #38916,29601,1738911
39780,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ANALYSIS & INFERENCE INC,19064,112712
39782,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,EMC CORPORATION,01748,331050
39784,2010,DEPARTMENT OF THE ENVIRONMENT,VAISALA INC,19178,45877412
39788,2010,EXECUTIVE DEPT OFFICE OF THE GOVERNOR,STAPLES BUSINESS ADVANTAGE,02241,2465845
39795,2010,MD DEPARTMENT OF PLANNING,STAPLES BUSINESS ADVANTAGE,50368,36499
39801,2010,MARYLAND TRANSIT ADMINISTRATION,STAPLES BUSINESS ADVANTAGE,60694,3715558
39814,2010,DEPARTMENT OF HUMAN RESOURCES,NORTH AMERICAN FAMILY INSTITUTE INC,01923,272360
39815,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,NORTH AMERICAN FAMILY INSTITUTE INC,01960,2665024
39817,2010,OFFICE OF PEOPLES COUNSEL,RESOURCE INSIGHT INC,02476,73460
39818,2010,DEPARTMENT OF HUMAN RESOURCES,WHITNEY ACADEMY INC,02717,43060
39819,2010,MARYLAND DEPT. OF AGING,WJZ-TV BALTIMORE,28290,2778229
39820,2010,MD DEPARTMENT OF AGRICULTURE,WJZ-TV BALTIMORE,60673,47140753
39822,2010,MARYLAND AVIATION ADMINISTRATION,PG AIRPARK ASSOC INC C/O COPELY INVEST.,02116,88057
39823,2010,MARYLAND TRANSIT ADMINISTRATION,G F I GENFARE,30384,66676967
39824,2010,MARYLAND INSURANCE ADMINISTRATION,IRON MOUNTAIN,10087,2605444
39829,2010,DEPARTMENT OF HUMAN RESOURCES,IRON MOUNTAIN,20794,5268877
39833,2010,MARYLAND STATE ARCHIVES,SIEMENS WATER TECH CORP,15250,39879361
39836,2010,MARYLAND HEALTH INSURANCE PLAN,"CARLIN,CHARRON & ROSEN, LLP",01581,105000
39837,2010,COMPTROLLER OF MARYLAND,GARTNER INC,75391,526561
39839,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CRITICAL CARE SYSTEMS INC,55485,659033
39840,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BMA-DE-BMA OF SEAFORD DE,19106,37846
39841,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HARBORSIDE HEALTHCARE LARKIN CHASE,20716,6141820
39843,2010,STATE HIGHWAY ADMIN,EASTERN SALT CO INC,01852,3333136
39845,2010,MD DEPARTMENT OF AGRICULTURE,WATERS CORPORATION,01757,57918
39847,2010,STATE HIGHWAY ADMIN,WORKPLACE ESSENTIALS INC,01821,164699
39850,2010,ENERGY ADMINISTRATION,"DIRECT MEDIA, INC.",02043,24984
39851,2010,MARYLAND TRANSIT ADMINISTRATION,"DIRECT MEDIA, INC.",02184,208085
39855,2010,OFFICE OF PEOPLES COUNSEL,SYNAPSE ENERGY ECONOMICS INC,02139,114359
39857,2010,ENERGY ADMINISTRATION,NORTHEAST ENERGY EFFICENCY PARTNERSHIP INC,02421,333001
39859,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PERKINELMER HEALTH SCIENCES,06484,5089296
39896,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,CAINE MITTER & ASSOCIATES INC,01060,361631
39898,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PUBLIC PARTNERSHIPS LLC,02109,10949543
39900,2010,MARYLAND PORT ADMINISTRATION,THE JOURNAL OF COMMERCE,37024,194764
39901,2010,MD DEPARTMENT OF AGRICULTURE,ARBORJET INC,01801,28321
39904,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NORESCO LLC,15251,257919076
39907,2010,OFFICE OF THE ATTORNEY GENERAL,GOLDEN CONSULTING INC,21123,42782
39908,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,NEW SPELLMAN HOUSE ASSOCIATES LLC,19809,2080243
39911,2010,MARYLAND DEPT. OF VETERANS AFFAIRS,ALL-PRO PLACEMENT SERVICE INC,21093,88563724
39912,2010,DEPARTMENT OF INFORMATION TECHNOLOGY,ALL-PRO PLACEMENT SERVICE INC,21094,1736145
39920,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,CPI PROPERTIES,21802,186509480
39922,2010,MILITARY DEPARTMENT,SIMPSON OF MARYLAND INC,21076,29045550
39927,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,PRECIOUS MOMENTS DAYCARE CENTER,21216,11086079
39928,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,JOHN WHITTAKER MD LLC,21851,5650214
39932,2010,STATE HIGHWAY ADMIN,CLOUGH TRUCKING,21622,76155
39933,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,UNIVERSAL MED EQUIP & SUPPLIES RESO,21217,41162547
39937,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,MARYLAND ONCOLOGY TOWSON PA,21204,755322404
39939,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PROVIDENCE IN-HOME CARE INC,22306,2337277
39946,2010,MOTOR VEHICLE ADMINSTRATION,WOOD CONSTRUCTION CO. INC.,20601,9255784
39950,2010,DEPARTMENT OF INFORMATION TECHNOLOGY,RIGHTSTAR SYSTEMS INC,22180,81574
39953,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ALLEGANY HEARING & BALANCE,21502,173545674
39955,2010,STATE HIGHWAY ADMIN,A TO Z CONTRACTING INC,21032,3210921
39956,2010,COMPTROLLER OF MARYLAND,CACI ENTERPRISE SOLUTIONS INC,22033,1125540
39958,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,JOYFUL WISDOM LLC,20783,5410542
39959,2010,DEPARTMENT OF THE ENVIRONMENT,HURON CONSULTING COMPANY,20874,6256988
39961,2010,DEPARTMENT OF HUMAN RESOURCES,THE LOCAL MGMT BD OF ALLEGANY CO INC,21503,1107074
39967,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,JEYAS ASSISTED LIVING FACILITY,20901,5555104
39973,2010,DEPARTMENT OF DISABILITIES,MA DD COUNCIL,02169,1500
39974,2010,COMPTROLLER OF MARYLAND,MA DD COUNCIL,02114,60000
39976,2010,BOARD OF PUBLIC WORKS,QWEST COMMUNICATIONS INC,40285,9758972
39977,2010,EXECUTIVE DEPT OFFICE OF THE GOVERNOR,QWEST COMMUNICATIONS INC,85072,524044
39996,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MANDEVILLE HOUSE,20603,627084
39997,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,JOHN CASEY  MD,20852,47314236
39999,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CVS PHARMACY 06041,60690,50778695
40000,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,EDUCATION ALLIANCE BROWN UNIVERSITY,02903,85660
40002,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,EVAS,02891,282448
40003,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,CIRCLE TERRACE APARTMENTS,21227,42255633
40004,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,BAY RIDGE GARDENS,21403,18619868
40006,2010,MARYLAND STADIUM AUTHORITY,GILBANE BUILDING COMPANY,02860,47437567
40015,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PROCARE PHARMACY DIRECT INC,15235,399100
40018,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,GENESIS LEARNING CENTER,20769,624335
40019,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FOUNDATIONS MEDICAL ADULT DAY CARE,21090,584533749
40021,2010,DEPARTMENT OF HUMAN RESOURCES,S & N REALTY LLC,01982,979766
40022,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,IMAGINATIONS EARLY LEARNING CENTERS,20637,27917103
40023,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SON-GRACE INC T/A BLESSED HOPE HOME,21284,1426369
40027,2010,STATE HIGHWAY ADMIN,HRV CONFORMANCE VERIFICATION ASSOCIATES INC,15205,515059
40028,2010,MARYLAND TRANSIT ADMINISTRATION,KAPLAN KIRSCH & ROCKWELL LLP,20036,1206088
40029,2010,MARYLAND PORT ADMINISTRATION,"ELK TRANSPORTATION, INC/HAINES & KIBBLEH",19601,898370
40030,2010,STATE HIGHWAY ADMIN,O'CONNELL & LAWRENCE INC/AECOM USA INC,20832,5412351
40033,2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,C & O CONSERVATION INC,21795,13959390
40034,2010,STATE HIGHWAY ADMIN,MAC SALES INC,22408,50605
40035,2010,STATE HIGHWAY ADMIN,WINDSOR EQUIPMENT,20639,7488029
40037,2010,STATE HIGHWAY ADMIN,J & L EXPRESS LLC,21773,547545
40038,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MULVEYS PRESTON PHARMACY,21655,1064583
40039,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BAHRAM PISHDAD MD,22181,38894
40040,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,CHANTEE GREENE,21222,72270367
40044,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LURLEEN JONES,21043,30802624
40045,2010,DEPARTMENT OF THE ENVIRONMENT,ELIZABETH THORNTON,21838,5950682
40046,2010,STATE HIGHWAY ADMIN,LANE CONSTRUCTION CORPORATION,06410,14791930
40056,2010,SECRETARY OF THE STATE,PITNEY BOWES INC,63195,737193
40072,2010,STATE HIGHWAY ADMIN,PITNEY BOWES INC,40229,235137
40085,2010,DEPARTMENT OF THE ENVIRONMENT,PITNEY BOWES INC,19170,29078945
40087,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,AAIDD,20001,3305418
40088,2010,WORKERS' COMPENSATION COMMISSION,HASLER INC.,06460,1566596
40089,2010,MARYLAND STATE RETIREMENT AGENCY,HASLER INC.,06461,5434
40090,2010,DEPARTMENT OF GENERAL SERVICES,HASLER INC.,94145,1657368
40101,2010,DEPARTMENT OF GENERAL SERVICES- CAPITAL,KBE BUILDING CORPORATION,06034,194487
40106,2010,MOTOR VEHICLE ADMINSTRATION,ENVIRONMENTAL SYTEMS PRODUCTS,06026,5877738
40122,2010,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,MANGANARO CORP,20705,157592948
40126,2010,OFFICE OF PEOPLES COUNSEL,BERKSHIRE CONSULTING SERVICES,03862,84025
40127,2010,OFFICE OF THE PUBLIC DEFENDER,OCE NORTH AMERICA,60656,419506
40139,2010,DEPARTMENT OF HUMAN RESOURCES,KINDERCARE - WESTVIEW,21703,31263986
40141,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DIANON SYSTEMS INC,27216,3694004
40142,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GENESIS ELDERCARE PHYSICIAN SERVICES,19348,367494
40143,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,TABB TEXTILE CO INC,30353,5964441
40144,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,TABB TEXTILE CO INC,36801,96134
40152,2010,MARYLAND PORT ADMINISTRATION,ALIMAK HEK INC,75312,7329620
40153,2010,MARYLAND AVIATION ADMINISTRATION,CONTROL SYSTEMS INC,06110,144247
40154,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BENEVOLENT HOME HEALTH CARE,21060,725379359
40156,2010,HISTORIC ST. MARY'S CITY COMMISSION,THOMSON GALE,48331,76
40159,2010,DEPARTMENT OF HUMAN RESOURCES,CAREER TEAM LLC,06518,205668
40164,2010,COMPTROLLER OF MARYLAND,AIRGAS EAST,19182,30468481
40176,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PROCARE PHARMACY INC,60696,12966115
40181,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ALADDIN TEMP-RITE LLC,37075,553375
40184,2010,MARYLAND HEALTH INSURANCE PLAN,STATE OF MARYLAND SPDAP % POOL ADMINISTRATORS INC,06109,12076279
40186,2010,MD DEPARTMENT OF AGRICULTURE,APPLIED BIOSYSTEMS,60695,554601
40190,2010,MARYLAND STATE RETIREMENT AGENCY,RISKMETRICS GROUP,60055,739198
40191,2010,MARYLAND TRANSIT ADMINISTRATION,LUMINATOR HOLDING LP,75074,67588
40226,2010,DEPARTMENT OF HUMAN RESOURCES,LAZ PARKING LTD,06150,792110
40227,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RAININ INSTRUMENT LLC,01730,37327
40230,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,LOVE 2 LEARN CHRISTIAN LEARNING CENTER,20710,3908782
40236,2010,DEPARTMENT OF GENERAL SERVICES,I W G PROTECTION AGENCY INC,48267,2954210
40242,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MARRIOTTS HUNT VALLEY INN,21031,25767996
40244,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BROADWAY PHARMACY LLC,21203,21933141
40245,2010,DEPARTMENT OF HUMAN RESOURCES,"ONE-CCK, LLC",22003,740094
40246,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,COMPASSIONATE HEALTHCARE NURS SRVCS,21229,49667417
40249,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,DON BOSCO CRISTO REY HIGH SCHOOL,20912,12360075
40251,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,UPPER CHESAPEAKE SURGICAL ASSOC LLC,21078,20359711
40254,2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HOME-SWEET HOME DD INC,21146,1020472
40261,2010,MARYLAND STATE DEPARTMENT OF EDUCATION,THE SEED SCHOOL OF MARYLAND INC,21223,21242401
40262,2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,E TECHNOLOGY SYSTEMS LLC,18930,74089
