Year,Agency Name,Vendor Name,Vendor Zip,Amount
2008,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,WOODSIDE GARDENS APARTMENTS,90058,538643
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MRO CORPORATION,19406,288.31
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,MRO CORPORATION,19406,34035
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,ONE STEP UP INC,21216,211582.01
2008,OFFICE OF THE PUBLIC DEFENDER,FORENSIC BIOINFORMATIC SER INC,45324,30500
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HQM OF BAYSIDE LLC,20653,4131362.65
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FMC OF ANNE ARUNDEL,21264,293190.11
2008,MARYLAND DEPT. OF VETERANS AFFAIRS,H M R OF MARYLAND LLC,29640,8311538.88
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,H M R OF MARYLAND LLC,29640,7510897.53
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MARLEY NECK HEALTH & REHAB CENTER,10286,2930553.61
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,MARLEY NECK HEALTH & REHAB CENTER,10286,60
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LIBERTY HEIGHTS HEALTH & REHAB CENTER,10286,4666043.29
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NORTHWEST HEALTH & REHAB CENTER,10286,5851990.37
2008,DEPARTMENT OF HUMAN RESOURCES,NORTHWEST HEALTH & REHAB CENTER,10286,20.4
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,NORTHWEST HEALTH & REHAB CENTER,21215,15
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SOUTH RIVER HEALTH & REHAB CENTER,10286,4570758.13
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,SOUTH RIVER HEALTH & REHAB CENTER,21037,15
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FRANKLIN SQUARE HEALTH & REHAB CENTER,10286,9505982.58
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,FRANKLIN SQUARE HEALTH & REHAB CENTER,10286,180
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BEL PRE HEALTH AND REHAB CENTER,10286,2098320.8
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FORT WASHINGTON HEALTH & REHAB CENTER,10286,6151047.53
2008,DEPARTMENT OF HUMAN RESOURCES,FORT WASHINGTON HEALTH & REHAB CENTER,10286,42.84
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,FORT WASHINGTON HEALTH & REHAB CENTER,10286,15
2008,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,TAKOMA TOWERS  DBA VICTORY TOWERS,21401,1103376
2008,MD DEPARTMENT OF AGRICULTURE,LEAD MARYLAND FOUNDATION,21658,39868.8
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FAITH FOUNDATION HEALTH,21244,229134.8
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,FAITH FOUNDATION HEALTH,21244,600
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,TRACY WERTHEIMER DPM LLC,21061,29454.41
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MENTOR MARYLAND INC,21228,150608
2008,DEPARTMENT OF JUVENILE SERVICES,MENTOR MARYLAND INC,21228,242.34
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WESTSIDE MEDICAL GROUP LLC,21022,88656.69
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,WESTSIDE MEDICAL GROUP LLC,21022,105
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PENINSULA ENDOSCOPY CENTER,19713,37452.9
2008,STATE HIGHWAY ADMIN,O R COLAN ASSOCIATES,33301,75134.16
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CHARING CROSS DIALYSIS,31193,982595.73
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HELENA'S HOUSE INC,20774,400225.28
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ROB N NESS ADULT DAY SERVICES INC,21228,238665.13
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,ROB N NESS ADULT DAY SERVICES INC,21228,18289.7
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,AMR NEUROPSYCHOLOGICAL SERVICES LLC,21784,145705.5
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,KID BIZ LLC,20785,108420.22
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HOPE & JOY HEALTH AND ALLIED SERV,20707,164819.45
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,"KID'S CORRAL CHILD DEVELOPMENT  CENTER, INC.",20769,27622.65
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ANGEL LOVING CARE,20712,364281.6
2008,DEPARTMENT OF HUMAN RESOURCES,ANGEL LOVING CARE,20712,20364.3
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NEUROPEDIC,18202,58510.48
2008,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,CAPITOL TOWERS LLC,20003,185831
2008,STATE HIGHWAY ADMIN,MCCORMICK TAYLOR/PB AMERICAS,21202,229419.57
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,UNIVERSITY SPECIALISTS LLP,21275,83752.66
2008,MARYLAND PUBLIC TELEVISION,THOMAS MILLER,2474,61333.39
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,JAMIE EICHELBERGER,20639,31811.05
2008,OFFICE OF THE PUBLIC DEFENDER,RAOUF ABDULLAH,20706,30897.02
2008,OFFICE OF THE PUBLIC DEFENDER,THOMAS A APPEL,21117,77353
2008,OFFICE OF DEAF AND HARD OF HEARING,NATIONAL FEDERATION OF THE BLIND,21230,300
2008,DEPARTMENT OF DISABILITIES,NATIONAL FEDERATION OF THE BLIND,21230,2650
2008,DEPARTMENT OF HUMAN RESOURCES,NATIONAL FEDERATION OF THE BLIND,21230,44
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,NATIONAL FEDERATION OF THE BLIND,21230,88306.2
2008,STATE HIGHWAY ADMIN,NORTH AMER SPECIALTY INSURANCE CO,60143,51323.58
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,RIDE-AWAY HANDICAP EQUIPMENT CORP,3053,416956.25
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WK OPPORTUNITIES UNLIMITED CONTRACTS INC,3820,23934.03
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,WK OPPORTUNITIES UNLIMITED CONTRACTS INC,3820,29261.5
2008,EXECUTIVE DEPT OFFICE OF THE GOVERNOR,NETSTAR-1,20850,7993.74
2008,BOARDS COMMISSIONS & OFFICES,NETSTAR-1,20850,1208.15
2008,MARYLAND OFFICE OF PLANNING,NETSTAR-1,20850,3303.38
2008,MILITARY DEPARTMENT,NETSTAR-1,20850,28616.2
2008,MD INST EMERG MEDICAL SERVICE SYSTEMS,NETSTAR-1,20850,112050.78
2008,MARYLAND STATE ARCHIVES,NETSTAR-1,20850,18039.08
2008,COMPTROLLER OF MARYLAND,NETSTAR-1,20850,286022.41
2008,STATE DEPT OF ASSESSMENTS & TAXATION,NETSTAR-1,20850,21781.55
2008,REGISTERS OF WILLS,NETSTAR-1,20850,39760.83
2008,DEPARTMENT OF BUDGET AND MANAGEMENT,NETSTAR-1,20850,243693.77
2008,DEPARTMENT OF GENERAL SERVICES,NETSTAR-1,20850,19650.69
2008,MDOT THE SECRETARY'S OFFICE,NETSTAR-1,20850,398292.6
2008,STATE HIGHWAY ADMIN,NETSTAR-1,20850,142744.45
2008,MOTOR VEHICLE ADMINSTRATION,NETSTAR-1,20850,27794.07
2008,MARYLAND AVIATION ADMINISTRATION,NETSTAR-1,20850,425114.45
2008,DEPARTMENT OF NATURAL RESOURCES,NETSTAR-1,20850,144116.75
2008,MD DEPARTMENT OF AGRICULTURE,NETSTAR-1,20850,34838.13
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NETSTAR-1,20850,325261.08
2008,DEPARTMENT OF HUMAN RESOURCES,NETSTAR-1,20850,3306.69
2008,"DEPARTMENT OF LABOR, LICENSING & REG.",NETSTAR-1,20850,30458.94
2008,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,NETSTAR-1,20850,395593.72
2008,MARYLAND PUBLIC TELEVISION,NETSTAR-1,20850,10346.24
2008,MARYLAND HIGHER EDUCATION COMMISSION,NETSTAR-1,20850,3727.31
2008,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,NETSTAR-1,20850,159372.55
2008,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,NETSTAR-1,20850,22996.95
2008,DEPARTMENT OF THE ENVIRONMENT,NETSTAR-1,20850,37783.13
2008,DEPARTMENT OF JUVENILE SERVICES,NETSTAR-1,20850,49532
2008,MARYLAND STATE POLICE,NETSTAR-1,20850,47656.27
2008,DEPARTMENT OF INFORM TECHNOLOGY - CAP,NETSTAR-1,20850,106031.78
2008,DEPARTMENT OF GENERAL SERVICES- CAPITAL,NETSTAR-1,20850,158199.14
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MORNINGSIDE HOUSE OF LAUREL LLC,20177,74344.48
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WPI ACQUISITION LLC,21237,4571458.13
2008,DEPARTMENT OF HUMAN RESOURCES,WPI ACQUISITION LLC,21237,131.36
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,AHS CUMBERLAND HOSPITAL LLC,75284,1315740.69
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WALNUT STREET COMMUNITY HEALTH CTR,21740,145751.06
2008,DEPARTMENT OF HUMAN RESOURCES,WALNUT STREET COMMUNITY HEALTH CTR,21740,1604.19
2008,DEPT OF HEALTH & MENTAL HYGIENE-CAPITAL,WALNUT STREET COMMUNITY HEALTH CTR,21740,63483
2008,STATE HIGHWAY ADMIN,PIPES & WIRES SERVICES INC,21157,28285.02
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PIPES & WIRES SERVICES INC,21157,3500
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WILLIAM T SU MD,21742,37271.88
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,WILLIAM T SU MD,21742,215
2008,DEPARTMENT OF JUVENILE SERVICES,WILLIAM T SU MD,21742,224
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MED CARE LLC,20707,86035.61
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,A UNITY HEALTH MGT GROUP INC,32853,25283.25
2008,DEPARTMENT OF HUMAN RESOURCES,SHARON M KELSEY LLC,20774,45180.63
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,ABIDING LOVE CHILD CARE CENTER,20743,69523.33
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MEDPRO RX INC,27615,996139.28
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RIDGELY PHARMACY,21660,334453.62
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,LORI YOUNG,21213,35321.66
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PEMBERTON HOUSING LP,21801,13415.72
2008,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,PEMBERTON HOUSING LP,21801,1144154
2008,DEPARTMENT OF HUMAN RESOURCES,RIGHT-AT-HOME,21701,134519.45
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,TERKA MANOR,21044,43364.73
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,MYRA WIGGINS,21213,34458.12
2008,STATE HIGHWAY ADMIN,JEANETTE'S CLEANING SERVICE,21234,5535
2008,DEPARTMENT OF HUMAN RESOURCES,JEANETTE'S CLEANING SERVICE,21234,24077.87
2008,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,JEANETTE'S CLEANING SERVICE,21234,2300
2008,BALTIMORE CITY COMMUNITY COLLEGE,JEANETTE'S CLEANING SERVICE,21234,67411.63
2008,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,JEANETTE'S CLEANING SERVICE,21234,10945
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LACYS PROF NURSING SERVICES (LPNS),21206,470807.7
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CARE FIRST HOME HEALTH CARE,20718,695089.3
2008,MARYLAND INSURANCE ADMINISTRATION,MOUNT VERNON CENTRE ASSOCIATES INC,21201,722466.73
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PRESKEYDON PHARMACY,21205,301280.06
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ANCHOR INC T/A HEALTHWAY PHARMACY,21224,107345.21
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BESTCARE RESIDENTIAL SERVICES INC,21208,178217.85
2008,STATE HIGHWAY ADMIN,VESSEL ELECTRIC LLC,21215,8751
2008,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,VESSEL ELECTRIC LLC,21215,32491.03
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,VALERIE GLENN,21040,25421.95
2008,STATE HIGHWAY ADMIN,MARYLAND BROADBAND COOPERATIVE,21801,1500
2008,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,MARYLAND BROADBAND COOPERATIVE,21801,4550000
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WASHINGTON COUNTY WOUND CARE LLC,21263,39703.53
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,DOROTHEA ROBINSON,20745,33533.79
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,COVENTRY HLTH CARE WORKERS COMP INC,19968,369603
2008,DEPARTMENT OF JUVENILE SERVICES,BENNINGTON SCHOOL INC,1240,405000.64
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MID ATLANTIC HUMAN SERVICES CORP,5601,4307065.31
2008,MARYLAND TRANSIT ADMINISTRATION,BOMBARDIER MASS TRANSIT CORP,60693,1714033.16
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LIV-N-WELL ASSISTED LIVING FACILITY,21001,80398.68
2008,DEPARTMENT OF HUMAN RESOURCES,LIV-N-WELL ASSISTED LIVING FACILITY,21001,2047
2008,DEPARTMENT OF HUMAN RESOURCES,DAYDREAMS EARLY CHILDHOOD LEARNING CTR,21801,1627.66
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,DAYDREAMS EARLY CHILDHOOD LEARNING CTR,21801,63680.31
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MBL ASSOCIATE INC,20850,1376044.5
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HQM OF LAURELWOOD LLC,21921,3328165.38
2008,MARYLAND AVIATION ADMINISTRATION,RANSOM CONSTRUCTION INC,21144,98450
2008,STATE HIGHWAY ADMIN,HUNTINGTON & HOPKINS INC/PAPER MILL CORP,21030,725861.61
2008,MARYLAND TRANSIT ADMINISTRATION,HUNTINGTON & HOPKINS INC/PAPER MILL CORP,21030,1119485.34
2008,STATE HIGHWAY ADMIN,SOUTHERN IMPROVEMENT CO INC,21030,2732895.67
2008,MARYLAND TRANSIT ADMINISTRATION,SOUTHERN IMPROVEMENT CO INC,21030,574465.95
2008,MARYLAND AVIATION ADMINISTRATION,SOUTHERN IMPROVEMENT CO INC,21030,874735.13
2008,STATE HIGHWAY ADMIN,SNAKE RIVER LAND CO INC,21030,1134425.38
2008,MARYLAND TRANSIT ADMINISTRATION,SNAKE RIVER LAND CO INC,21030,1032564.05
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,ZONED FOR KIDS AT MONTGOMERY PARK,21230,118510.49
2008,MARYLAND STADIUM AUTHORITY,MCKENNON SHELTON & HENN LLP,21202,24600.96
2008,STATE TREASURER'S OFFICE,MCKENNON SHELTON & HENN LLP,21202,16986.45
2008,MDOT THE SECRETARY'S OFFICE,MCKENNON SHELTON & HENN LLP,21202,4992.7
2008,MD DEPARTMENT OF AGRICULTURE,MCKENNON SHELTON & HENN LLP,21202,13645.32
2008,DEPARTMENT OF THE ENVIRONMENT,MCKENNON SHELTON & HENN LLP,21202,59340.05
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,POSZ INC,20814,300095.62
2008,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,WRIGHT LINE LLC,19182,274271.85
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,A CARING HAND MEDICAL ADULT DAY CARE INC,21225,124327.89
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MID-SHORE WOMENS HEALTH LLC,21601,117237.13
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,MID-SHORE WOMENS HEALTH LLC,21601,15
2008,STATE HIGHWAY ADMIN,GREENHORNE & O'MARA/GPI,20707,111228.5
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,A AND A MEDICAL SUPPLY COMPANY,21136,364659.76
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FAMILY ADVOCACY SERVICES LLC,21228,349424
2008,DEPARTMENT OF JUVENILE SERVICES,FAMILY ADVOCACY SERVICES LLC,21228,3712833.37
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FUTURECARE IRVINGTON LLC,21122,11144147.81
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FUTURECARE CHARLES VILLAGE,21122,5227749.44
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,FUTURECARE CHARLES VILLAGE,21122,30
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MONTGOMERY VILLAGE HEALTH CARE CTR,20866,4207026.92
2008,MILITARY DEPARTMENT,A L INGRAM CONSTRUCTION LLC,21133,120275.13
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,STAR MEDICAL SUPPLY INC,21224,423418.62
2008,DEPARTMENT OF HUMAN RESOURCES,"7 DAY KIDDIE KARE, INC.",21201,3680
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,"7 DAY KIDDIE KARE, INC.",21201,175118.73
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MAPLE HEIGHTS APARTMENTS,21911,409.5
2008,DEPARTMENT OF HUMAN RESOURCES,MAPLE HEIGHTS APARTMENTS,21911,1850
2008,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,MAPLE HEIGHTS APARTMENTS,19707,76649
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,A BRIGHT FUTURE CHILD DEVELOPMENT CENTER,21244,34045.04
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,TRINITY HEALTHCARE SERVICES INC,21045,1068695.59
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GOLDEN AGE ADULT DAYCARE OF BOWIE,20764,31841.72
2008,DEPARTMENT OF HUMAN RESOURCES,ARSENAULT PROPERTIES LLC,21275,623861.64
2008,OFFICE OF THE PUBLIC DEFENDER,COONEY BERNARD J PA,20906,51662
2008,DEPARTMENT OF HUMAN RESOURCES,COONEY BERNARD J PA,20906,1288.75
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,STEPHEN A HIRSCH,21201,143240
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,HOUGHTON MIFFLIN CO,60693,407220.38
2008,BALTIMORE CITY COMMUNITY COLLEGE,HOUGHTON MIFFLIN CO,60693,4829.34
2008,MARYLAND SCHOOL FOR THE DEAF,HOUGHTON MIFFLIN CO,60693,11987.68
2008,DEPARTMENT OF JUVENILE SERVICES,HOUGHTON MIFFLIN CO,60693,307.19
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KENDALL HEALTHCARE PRODUCTS CO,31192,41229.72
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,"SAJADI MD, M REZA",21224,55552
2008,MARYLAND TRANSIT ADMINISTRATION,MASS ELECTRIC CONSTRUCTION CO,2135,328810.59
2008,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,NORTH ATLANTIC FISH CO INC,1930,53785.1
2008,STATE HIGHWAY ADMIN,CHANNING BETE CO INC,2284,35384.66
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CHANNING BETE CO INC,2284,133648.49
2008,DEPARTMENT OF HUMAN RESOURCES,CHANNING BETE CO INC,2284,15180.78
2008,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,CHANNING BETE CO INC,2284,55030.36
2008,BALTIMORE CITY COMMUNITY COLLEGE,CHANNING BETE CO INC,2284,3339.36
2008,MARYLAND AVIATION ADMINISTRATION,FRANKLIN PAINT COMPANY,2038,41024.98
2008,COMPTROLLER OF MARYLAND,UNIFIRST CORPORATION,1877,1983.6
2008,STATE HIGHWAY ADMIN,UNIFIRST CORPORATION,1887,9951.54
2008,MOTOR VEHICLE ADMINSTRATION,UNIFIRST CORPORATION,1887,3012.7
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,UNIFIRST CORPORATION,1877,12300.77
2008,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,UNIFIRST CORPORATION,1877,2526.55
2008,MARYLAND STATE POLICE,UNIFIRST CORPORATION,1877,27528.68
2008,MARYLAND PUBLIC TELEVISION,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2139,53266.7
2008,DEPARTMENT OF GENERAL SERVICES- CAPITAL,US ARMY CORPS OF ENGINEERS,21203,57657
2008,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,AMERICAN STEEL AND ALUMINUM CORPORATION,2241,60821.68
2008,MDOT THE SECRETARY'S OFFICE,"MRO SOFTWARE, INC.",1815,235307.01
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BMA OF WASHINGTON/BETHESDA,21264,121502.94
2008,MDOT THE SECRETARY'S OFFICE,CAMBRIDGE SYSTEMATICS INC,2140,1835248.04
2008,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,PEPSI-COLA COMPANY,75284,57447.55
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FMC/ROBINWOOD,21264,2411015.02
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,FMC/ROBINWOOD,21264,125
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BMA OF BALTIMORE,21264,299978.2
2008,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,BOLTON NORTH APARTMENTS #38916,29601,794008
2008,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,MODUFORM INC,1420,43952.06
2008,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,SEDER FOODS CORP,1069,28344.34
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CONCENTRA INTEGRATED SERVICES INC,21117,229248
2008,MARYLAND INSURANCE ADMINISTRATION,EMC CORPORATION,1748,46281.47
2008,COMPTROLLER OF MARYLAND,EMC CORPORATION,1748,6751.27
2008,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,EMC CORPORATION,1748,56055.84
2008,MARYLAND PORT ADMINISTRATION,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,2185,2109
2008,MARYLAND TRANSIT ADMINISTRATION,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,2185,34700.22
2008,MARYLAND AVIATION ADMINISTRATION,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,2185,39235.28
2008,MARYLAND AVIATION ADMINISTRATION,HARRIS MILLER MILLER & HANSON,7188,97728.87
2008,DEPARTMENT OF THE ENVIRONMENT,THERMO ELECTRON,45271,40930.21
2008,STATE BOARD OF ELECTIONS,CRESCENT SOFTWARE INC,1730,8513
2008,"DEPARTMENT OF LABOR, LICENSING & REG.",CRESCENT SOFTWARE INC,2284,40919
2008,DEPARTMENT OF THE ENVIRONMENT,NESCAUM,2114,82983.04
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BMA OF CAMP SPRINGS,21264,176994.21
