Year,Agency Name,Vendor Name,Vendor Zip,Amount
2010,OFFICE OF THE PUBLIC DEFENDER,RAOUF ABDULLAH,20706,36599.5
2010,OFFICE OF THE PUBLIC DEFENDER,THOMAS A APPEL,21117,79962.5
2010,DEPARTMENT OF DISABILITIES,NATIONAL FEDERATION OF THE BLIND,21230,3775
2010,STATE BOARD OF ELECTIONS,NATIONAL FEDERATION OF THE BLIND,21230,80
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,NATIONAL FEDERATION OF THE BLIND,21230,50230.5
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RIDE-AWAY HANDICAP EQUIPMENT CORP,03053,7345
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,RIDE-AWAY HANDICAP EQUIPMENT CORP,03053,474885.49
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WK OPPORTUNITIES UNLIMITED CONTRACTS INC,03820,255710.74
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,WK OPPORTUNITIES UNLIMITED CONTRACTS INC,03820,57839.5
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LAKEVIEW PHARMACY,03882,3785.91
2010,DEPARTMENT OF JUVENILE SERVICES,LAKEVIEW PHARMACY,02284,265710.06
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KENDALL,31192,29855.59
2010,WORKERS' COMPENSATION COMMISSION,NETSTAR-1,20850,11333.6
2010,EXECUTIVE DEPT OFFICE OF THE GOVERNOR,NETSTAR-1,20850,13573.95
2010,BOARDS COMMISSIONS & OFFICES,NETSTAR-1,20850,9401.91
2010,GOVERNOR'S OFFICE FOR CHILDREN,NETSTAR-1,20850,928
2010,MD INST EMERG MEDICAL SERVICE SYSTEMS,NETSTAR-1,20850,349934.65
2010,COMPTROLLER OF MARYLAND,NETSTAR-1,20850,294014.4
2010,DEPARTMENT OF INFORMATION TECHNOLOGY,NETSTAR-1,20850,151049.03
2010,MDOT THE SECRETARY'S OFFICE,NETSTAR-1,20850,576906.47
2010,DEPARTMENT OF NATURAL RESOURCES,NETSTAR-1,20850,133443.92
2010,MD DEPARTMENT OF AGRICULTURE,NETSTAR-1,20850,16440.25
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NETSTAR-1,20850,159812.35
2010,DEPARTMENT OF HUMAN RESOURCES,NETSTAR-1,20850,107162.12
2010,"DEPARTMENT OF LABOR, LICENSING & REG.",NETSTAR-1,20850,14561.31
2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,NETSTAR-1,20850,41350.5
2010,MARYLAND PUBLIC TELEVISION,NETSTAR-1,20850,13027.66
2010,BALTIMORE CITY COMMUNITY COLLEGE,NETSTAR-1,20850,4511.22
2010,DEPARTMENT OF THE ENVIRONMENT,NETSTAR-1,20850,4249.8
2010,DEPARTMENT OF JUVENILE SERVICES,NETSTAR-1,20850,23188.18
2010,MARYLAND STATE POLICE,NETSTAR-1,20850,5737.18
2010,DEPARTMENT OF INFORM TECHNOLOGY - CAP,NETSTAR-1,20850,7131.09
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MORNINGSIDE HOUSE OF LAUREL LLC,20177,54489.84
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WPI ACQUISITION LLC,21237,2982573.39
2010,DEPARTMENT OF HUMAN RESOURCES,WPI ACQUISITION LLC,21237,1135
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,AHS CUMBERLAND HOSPITAL LLC,75284,38718.42
2010,DEPARTMENT OF HUMAN RESOURCES,AHS CUMBERLAND HOSPITAL LLC,23124,158587.9
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WALNUT STREET COMMUNITY HEALTH CTR,21740,195933.3
2010,DEPARTMENT OF HUMAN RESOURCES,WALNUT STREET COMMUNITY HEALTH CTR,21740,5140
2010,DEPT OF HEALTH & MENTAL HYGIENE-CAPITAL,WALNUT STREET COMMUNITY HEALTH CTR,21740,47000
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KRIS-LEIGH CATERED LIVING AT,21136,135609.94
2010,STATE HIGHWAY ADMIN,PIPES & WIRES SERVICES INC,21157,2446.03
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PIPES & WIRES SERVICES INC,21157,24361.04
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,ROBERT EVANS JR. FAMILY LIFE CENTER,21215,36553.84
2010,DEPARTMENT OF THE ENVIRONMENT,AMERICAN ECOTECH LLC,02885,158539.4
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WILLIAM T SU MD,21742,52725.57
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,WILLIAM T SU MD,21742,150
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ENDOSCOPY CENTER AT ROBINWOOD LLC,21742,37852.64
2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,DIVERSIFIED HOUSING DEVELOPMENT INC,21244,196069.73
2010,DEPARTMENT OF HUMAN RESOURCES,SHARON M KELSEY LLC,20774,67266.6
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,ABIDING LOVE CHILD CARE CENTER,20743,47442.46
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,FUNDAMENTALS EARLY LEARNING CENTER,20744,31449.39
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,JEFFREY P MUENCH,20815,44747.68
2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,JEFFREY P MUENCH,20815,12585.54
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MEDPRO RX INC,27615,928271.45
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CANDICE CARES ASSISTED LIVING,20737,35932.79
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DENTON PHARMACY LLC T/A RIDGELY PHARMACY,21629,577785.06
2010,DEPARTMENT OF HUMAN RESOURCES,DENTON PHARMACY LLC T/A RIDGELY PHARMACY,21629,450.47
2010,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,"PERIPHERAL VISION, LLC",21207,55300
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PEMBERTON HOUSING LP,21401,6232
2010,DEPARTMENT OF HUMAN RESOURCES,PEMBERTON HOUSING LP,21401,1934
2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,PEMBERTON HOUSING LP,21401,865063
2010,DEPARTMENT OF HUMAN RESOURCES,SCL CORPORATION DBA RIGHT AT HOME,21701,116173.92
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,TIFFANY DAVIS,21213,38535.31
2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,GREEN STEP,20878,35795
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LACYS PROF NURSING SERVICES (LPNS),21237,572295.62
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CARE FIRST HOME HEALTH CARE,20718,1122687.03
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,OXFORD DIABETIC SUPPLY INC,18077,47837.96
2010,MARYLAND INSURANCE ADMINISTRATION,MOUNT VERNON CENTRE ASSOCIATES INC,21201,284308.82
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PRESKEY DON PHARMACY,21205,327643.92
2010,UNINSURED EMPLOYERS FUND,HEALTHWAY PHARMACY,21224,432.12
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEALTHWAY PHARMACY,21224,236578.99
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BESTCARE RESIDENTIAL SERVICES INC,21208,1091236.7
2010,STATE HIGHWAY ADMIN,CT BATTLE ENTERPRISES,20747,8990.96
2010,MARYLAND STATE POLICE,CT BATTLE ENTERPRISES,20747,5200
2010,CAPITAL PROJECTS- UNIVERSITY OF MARYLAND,CT BATTLE ENTERPRISES,20747,62145.14
2010,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,MARYLAND BROADBAND COOPERATIVE INC,21801,2724539
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,DOROTHEA ROBINSON,20745,28540.83
2010,STATE HIGHWAY ADMIN,DAVID BENNETT,01438,89100
2010,BALTIMORE CITY COMMUNITY COLLEGE,CYNERGY GROUP OF BALTIMORE INC,06897,50400
2010,DEPARTMENT OF HUMAN RESOURCES,BENNINGTON SCHOOL,05201,68417.33
2010,DEPARTMENT OF JUVENILE SERVICES,BENNINGTON SCHOOL,05201,411212.11
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,INSTITUTE OF PROFESSIONAL PRACTICE,05601,3751151.27
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,INSTITUTE OF PROFESSIONAL PRACTICE,21236,1125
2010,MARYLAND TRANSIT ADMINISTRATION,BOMBARDIER MASS TRANSIT CORP,60693,3619555.78
2010,STATE HIGHWAY ADMIN,GREENSKEEPER ENVIRONMENTAL LLC,20861,212453.23
2010,DEPARTMENT OF GENERAL SERVICES- CAPITAL,GREENSKEEPER ENVIRONMENTAL LLC,20861,4787
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LIV-N-WELL ASSISTED LIVING FACILITY,21001,28463.6
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,DAYDREAMS II EARLY CHILDHOOD LEARNING CTR,21804,87810.61
2010,STATE HIGHWAY ADMIN,ELITE BULK TRANSPORT INC,21756,47965
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MBL ASSOCIATE INC,20850,1574936.08
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ELITE HEALTHCARE NURSING SRVCS INC,21228,990197.06
2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,HUNTINGTON AND HOPKINS INC,21030,31.5
2010,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,HUNTINGTON AND HOPKINS INC,21030,803600.81
2010,STATE HIGHWAY ADMIN,SOUTHERN IMPROVEMENT CO INC,21030,187107.79
2010,MARYLAND AVIATION ADMINISTRATION,SOUTHERN IMPROVEMENT CO INC,21030,289957.57
2010,STATE HIGHWAY ADMIN,SNAKE RIVER LAND CO INC,21030,18880
2010,MARYLAND TRANSIT ADMINISTRATION,SNAKE RIVER LAND CO INC,21030,213419.91
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,ZONED FOR KIDS INC,21230,234769.5
2010,MARYLAND STADIUM AUTHORITY,MCKENNON SHELTON & HENN LLP,21202,19510.84
2010,STATE TREASURER'S OFFICE,MCKENNON SHELTON & HENN LLP,21202,9382.62
2010,MDOT THE SECRETARY'S OFFICE,MCKENNON SHELTON & HENN LLP,21202,15067.05
2010,MARYLAND PORT ADMINISTRATION,MCKENNON SHELTON & HENN LLP,21202,24499.42
2010,MD DEPARTMENT OF AGRICULTURE,MCKENNON SHELTON & HENN LLP,21202,16757.7
2010,DEPARTMENT OF THE ENVIRONMENT,MCKENNON SHELTON & HENN LLP,21202,43737.7
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,POSZ INC,20814,594284.67
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,A CARING HAND MEDICAL ADULT DAY CARE INC,21225,122352.67
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MID-SHORE WOMENS HEALTH LLC,21601,70618.17
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,MID-SHORE WOMENS HEALTH LLC,21601,75
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,A AND A MEDICAL SUPPLY COMPANY,21136,558251.73
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FAMILY ADVOCACY SERVICES LLC,21228,337680.07
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FUTURECARE IRVINGTON LLC,21122,12841451.26
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FUTURECARE CHARLES VILLAGE,21122,5837428.67
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,FUTURECARE CHARLES VILLAGE,21122,30
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MONTGOMERY VILLAGE HEALTH CARE CTR,20866,4415265.4
2010,MILITARY DEPARTMENT,A L INGRAM CONSTRUCTION LLC,21133,24138.33
2010,STATE HIGHWAY ADMIN,A L INGRAM CONSTRUCTION LLC,21133,12682.13
2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,A L INGRAM CONSTRUCTION LLC,21133,40600
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,STAR MEDICAL SUPPLY INC,21224,489336.56
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,7 DAY KIDDIE KARE INC.,21201,195996.29
2010,STATE HIGHWAY ADMIN,DKD TRUCKING LLC,20735,82825
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,UNITED EDUCATIONAL CORPORATION @ MOUNT WASHINGTON,21209,25875.59
2010,STATE HIGHWAY ADMIN,COPPAGE PAVING INC,19701,44575
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,TRINITY HEALTHCARE SERVICES INC,21045,3598619.65
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GOLDEN AGE ADULT DAYCARE OF BOWIE,20764,96336.77
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,SUNRISE EARLY LEARNING CENTER @ SHADY SPRING DRIVE,20877,66667.18
2010,DEPARTMENT OF HUMAN RESOURCES,ARSENAULT PROPERTIES LLC,21275,638835.05
2010,OFFICE OF THE PUBLIC DEFENDER,COONEY BERNARD J PA,20906,61087.5
2010,DEPARTMENT OF HUMAN RESOURCES,COONEY BERNARD J PA,20906,1068.75
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,STEPHEN A HIRSCH,21201,175896
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,KENNETH BURLINGAME,21401,29690.25
2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,ROBERT APPLEBY JR/YCT INC,21015,26664
2010,DEPARTMENT OF THE ENVIRONMENT,ROBERT APPLEBY JR/YCT INC,21015,13100
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,SHARON HOGAN,20602,42983.66
2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,KENNETH & JANET KAYE/PATUXENT RENOVATIONS INC,20678,27469
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HOUGHTON MIFFLIN CO,60693,10
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,HOUGHTON MIFFLIN CO,60693,884378.17
2010,BALTIMORE CITY COMMUNITY COLLEGE,HOUGHTON MIFFLIN CO,60693,12148
2010,MARYLAND SCHOOL FOR THE DEAF,HOUGHTON MIFFLIN CO,60693,4729.31
2010,DEPARTMENT OF JUVENILE SERVICES,HOUGHTON MIFFLIN CO,60693,6404.64
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,"SAJADI MD, M REZA",21224,93590
2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,NORTH ATLANTIC FISH CO INC,01930,42347.7
2010,STATE HIGHWAY ADMIN,CHANNING BETE CO INC,02284,33696.29
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CHANNING BETE CO INC,02284,94730.49
2010,DEPARTMENT OF HUMAN RESOURCES,CHANNING BETE CO INC,02284,1912.55
2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,CHANNING BETE CO INC,02284,33287.76
2010,BALTIMORE CITY COMMUNITY COLLEGE,CHANNING BETE CO INC,02284,4645.04
2010,COMPTROLLER OF MARYLAND,UNIFIRST CORPORATION,01877,903
2010,DEPARTMENT OF GENERAL SERVICES,UNIFIRST CORPORATION,01877,2064
2010,STATE HIGHWAY ADMIN,UNIFIRST CORPORATION,01887,3071.65
2010,MOTOR VEHICLE ADMINSTRATION,UNIFIRST CORPORATION,01887,2190.12
2010,MARYLAND AVIATION ADMINISTRATION,UNIFIRST CORPORATION,01887,7595.24
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,UNIFIRST CORPORATION,01877,16838.54
2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,UNIFIRST CORPORATION,01877,11321.1
2010,MARYLAND STATE POLICE,UNIFIRST CORPORATION,01877,25244.98
2010,MARYLAND TRANSIT ADMINISTRATION,SIMPSON GUMPERTZ & HEGER INC,20850,80000
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,THIRD SECTOR NEW ENGLAND,02111,220148.34
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,LATHAM CENTER,02631,127979.28
2010,MDOT THE SECRETARY'S OFFICE,CAMBRIDGE SYSTEMATICS INC,02140,1595614.57
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BIO-MEDICAL APPLICATIONS INC,21264,4258386.15
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,BIO-MEDICAL APPLICATIONS INC,21264,105
2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,BOLTON NORTH APARTMENTS #38916,29601,704135
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BMA OF COLUMBIA HEIGHTS,21264,55012.93
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ANALYSIS & INFERENCE INC,19064,103622.5
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,ANALYSIS & INFERENCE INC,19064,9090
2010,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,EMC CORPORATION,01748,331050.99
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BMA OF ANACOSTIA,21264,30755.71
2010,DEPARTMENT OF THE ENVIRONMENT,VAISALA INC,19178,48802.5
2010,MARYLAND AVIATION ADMINISTRATION,HARRIS MILLER MILLER & HANSON,02284,94837.65
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BMA NORTHEAST,21264,47476.63
2010,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,CAROLINE III,21629,28664
2010,EXECUTIVE DEPT OFFICE OF THE GOVERNOR,STAPLES BUSINESS ADVANTAGE,02241,10582.14
2010,ENERGY ADMINISTRATION,STAPLES BUSINESS ADVANTAGE,02241,436.15
2010,BOARDS COMMISSIONS & OFFICES,STAPLES BUSINESS ADVANTAGE,02241,155.85
2010,HISTORIC ST. MARY'S CITY COMMISSION,STAPLES BUSINESS ADVANTAGE,02241,32.49
2010,MARYLAND DEPT. OF AGING,STAPLES BUSINESS ADVANTAGE,02241,725.06
